repayment_id,loan_id,repayment_date,amount_paid,due_date
30760,5400,2022-05-08,908.24,2023-07-03
30761,6163,2023-10-01,1784.67,2023-05-30
30762,5246,2023-05-23,11012.93,2022-09-27
30763,5112,2023-08-07,11561.23,2022-05-15
30764,6194,2022-08-04,8361.58,2023-05-27
30765,6162,2022-03-31,9057.39,2023-02-05
30766,5794,2022-11-10,9408.3,2023-05-10
30767,6027,2022-08-21,2022.37,2022-03-24
30768,5116,2023-07-29,10184.67,2023-11-10
30769,6155,2022-09-04,7437.81,2023-10-07
30770,5934,2023-03-18,9236.58,2022-03-20
30771,5292,2022-05-15,8665.56,2022-11-04
30772,5342,2022-01-02,11563.5,2023-09-13
30773,6015,2022-06-10,5119.24,2022-01-26
30774,5585,2022-05-20,5916.13,2022-06-16
30775,5027,2022-10-31,6178.29,2023-11-16
30776,5455,2023-04-05,11555.61,2023-06-27
30777,5918,2022-05-05,6751.13,2023-04-06
30778,5580,2022-12-13,3067.58,2022-05-31
30779,5014,2023-08-17,14754.09,2022-02-09
30780,5098,2022-11-20,7654.04,2023-08-16
30781,5279,2023-02-11,2084.1,2022-12-06
30782,5490,2023-04-14,10218.99,2022-06-23
30783,5985,2022-06-13,11217.85,2023-08-10
30784,5961,2022-08-28,7753.23,2023-07-08
30785,5624,2022-08-01,9873.63,2022-04-07
30786,5207,2022-05-29,3003.79,2022-06-16
30787,5597,2023-08-07,5834.87,2022-07-17
30788,5695,2022-04-13,2846.51,2023-09-07
30789,5250,2022-07-02,6114.91,2023-03-16
30790,5740,2023-05-20,8660.61,2023-07-13
30791,5306,2023-11-27,6916.82,2023-11-09
30792,6063,2023-06-09,9101.62,2023-06-14
30793,5998,2023-01-15,7775.51,2023-05-29
30794,5718,2023-10-24,5108.31,2023-09-09
30795,5183,2022-01-24,2579.53,2022-04-12
30796,5645,2022-05-13,4163.76,2022-07-01
30797,5030,2022-02-19,3410.34,2023-02-18
30798,5767,2023-11-26,10757.62,2023-05-06
30799,6167,2022-01-26,12389.52,2022-08-04
30800,5615,2023-10-12,10945.63,2023-06-03
30801,6005,2022-01-11,9834.15,2023-07-23
30802,5074,2022-04-12,4963.84,2023-06-26
30803,6079,2022-01-11,10809.29,2022-09-08
30804,5962,2022-04-22,9273.71,2023-11-15
30805,5024,2023-08-29,1179.95,2022-09-02
30806,6046,2022-06-16,13660.38,2022-07-24
30807,5428,2023-02-11,1659.33,2023-05-03
30808,6056,2022-02-14,7789.26,2022-02-05
30809,5863,2022-12-25,7939.5,2022-04-09
30810,5339,2023-07-08,12636.6,2023-01-04
30811,5512,2022-10-12,13739.48,2022-09-15
30812,6094,2023-02-04,14125.3,2023-05-16
30813,5672,2023-03-27,8760.25,2023-10-16
30814,6112,2023-09-04,10346.11,2023-09-17
30815,5877,2023-03-20,1783.54,2023-09-04
30816,5571,2023-01-23,7574.78,2022-04-14
30817,5764,2022-12-22,13518.92,2023-04-24
30818,5713,2023-03-01,7107.61,2022-08-28
30819,5589,2022-01-06,1509.11,2023-01-03
30820,5767,2023-07-08,3409.3,2022-10-18
30821,5819,2023-03-17,6727.85,2022-05-29
30822,5078,2022-12-22,3944.16,2023-02-05
30823,5010,2023-08-11,6188.24,2023-05-13
30824,5636,2023-07-08,5327.95,2023-08-17
30825,6145,2022-09-25,5124.47,2022-10-15
30826,5592,2022-08-05,1821.89,2023-10-25
30827,5718,2022-03-05,13299.36,2022-05-14
30828,5565,2023-03-18,10544.24,2023-03-30
30829,5410,2023-11-22,9539.04,2022-08-13
30830,5358,2023-06-25,9293.81,2023-09-29
30831,5098,2022-10-02,6249.28,2023-08-31
30832,6007,2023-04-15,12438.07,2023-02-15
30833,5241,2022-08-04,13985.58,2023-01-09
30834,5557,2023-07-20,581.45,2022-03-26
30835,5711,2023-08-15,1648.38,2022-03-25
30836,6138,2022-07-13,10287.15,2023-04-27
30837,5156,2022-01-13,3922.97,2022-12-09
30838,5352,2022-08-10,13719.72,2022-09-29
30839,5044,2023-01-31,10177.49,2022-01-06
30840,5592,2022-09-27,5840.22,2023-04-09
30841,5138,2022-10-25,6521.59,2023-06-03
30842,5436,2023-09-03,10517.8,2022-01-14
30843,5754,2023-09-08,2543.98,2022-01-03
30844,5143,2023-03-08,13309.47,2023-05-02
30845,6024,2023-02-12,569.19,2023-01-23
30846,5262,2022-03-06,14694.73,2023-05-02
30847,5512,2023-10-19,2930.86,2022-06-17
30848,5673,2022-02-07,11260.61,2023-02-10
30849,5062,2022-01-28,1078.91,2023-04-08
30850,5031,2022-10-16,6755.72,2022-05-12
30851,5949,2022-08-25,9639.55,2023-05-21
30852,5802,2022-05-06,1518.3,2023-09-25
30853,6193,2023-01-19,6927.76,2022-08-24
30854,5266,2022-11-22,4895.48,2022-01-23
30855,5308,2022-03-26,7724.53,2023-09-06
30856,5459,2022-09-03,7816.36,2022-05-12
30857,5334,2023-01-23,11885.86,2023-03-28
30858,5515,2022-09-23,2290.82,2022-10-01
30859,5441,2022-07-24,1699.43,2022-01-01
30860,5673,2022-08-16,6327.41,2023-06-28
30861,5391,2022-08-28,13369.04,2023-10-23
30862,5935,2022-03-14,12901.41,2022-06-15
30863,5560,2023-11-02,8619.9,2023-02-14
30864,5254,2023-01-23,13387.22,2022-10-24
30865,6190,2023-01-13,12177.48,2023-11-20
30866,6028,2022-07-31,4530.12,2022-04-03
30867,5119,2023-10-10,2966.54,2023-09-21
30868,5996,2023-11-07,4866.77,2022-04-06
30869,5470,2023-10-11,3793.21,2023-07-25
30870,5785,2022-06-20,9529.42,2022-05-21
30871,6094,2022-06-01,8981.04,2022-11-13
30872,5694,2023-11-08,9177.34,2023-07-17
30873,5865,2022-04-14,3244.9,2023-08-26
30874,5776,2022-08-10,11982.01,2022-11-01
30875,5181,2022-10-09,6787.58,2022-06-26
30876,6029,2023-01-23,7350.55,2023-09-07
30877,5047,2023-01-07,14955.95,2023-10-16
30878,5634,2022-05-09,4592.94,2023-02-25
30879,6164,2023-02-08,6215.0,2022-01-30
30880,5589,2022-08-08,10308.72,2022-05-22
30881,5310,2022-06-22,13265.99,2022-08-11
30882,5274,2023-04-17,2338.32,2023-05-20
30883,5840,2023-03-29,11158.16,2023-05-26
30884,5459,2023-08-31,13815.07,2022-01-03
30885,5733,2023-05-17,6632.41,2023-03-30
30886,5361,2022-02-21,4657.54,2023-07-05
30887,6018,2022-04-04,10327.19,2022-10-02
30888,6093,2023-07-30,4068.07,2022-12-27
30889,5662,2022-01-21,6072.2,2022-04-08
30890,5699,2022-04-16,13505.24,2023-04-05
30891,5885,2022-07-19,9059.82,2022-05-08
30892,5758,2022-12-18,1877.17,2022-06-16
30893,6056,2022-10-08,5280.61,2022-09-23
30894,5621,2022-10-09,9595.34,2023-01-19
30895,5182,2023-09-04,7481.72,2022-05-31
30896,5686,2023-06-23,10074.92,2022-09-05
30897,5681,2022-09-02,11540.9,2023-07-25
30898,5248,2023-07-29,7468.92,2022-08-06
30899,5620,2023-03-05,14810.8,2023-08-18
30900,5030,2022-02-07,13762.77,2022-04-12
30901,5873,2023-02-23,1368.66,2023-10-22
30902,5948,2022-10-29,4363.25,2022-10-27
30903,5985,2023-10-01,4857.88,2022-02-17
30904,5317,2022-03-12,3172.21,2022-11-27
30905,5737,2023-10-08,5024.24,2022-08-23
30906,6113,2023-06-09,6659.9,2023-05-28
30907,5168,2022-06-23,1247.49,2022-04-07
30908,5743,2022-03-31,2345.85,2022-12-17
30909,5126,2023-01-03,1895.57,2022-03-31
30910,5573,2022-07-26,1171.6,2022-07-18
30911,5120,2022-03-03,7481.71,2022-04-10
30912,6009,2022-11-15,5340.14,2023-03-06
30913,5560,2023-07-05,14063.98,2022-06-01
30914,6083,2022-03-01,1990.03,2023-08-04
30915,5697,2022-04-15,13927.51,2022-04-18
30916,5223,2022-08-27,1754.91,2022-06-13
30917,6035,2023-04-07,9478.65,2023-03-27
30918,5793,2022-05-07,4092.09,2022-09-05
30919,5814,2022-03-24,12488.68,2023-04-30
30920,5310,2022-08-08,1391.38,2023-03-18
30921,6012,2023-02-12,14311.37,2023-05-15
30922,5749,2023-09-09,1185.23,2022-10-06
30923,6058,2023-08-09,3996.14,2023-06-08
30924,6019,2023-10-09,7230.68,2023-10-30
30925,5481,2023-03-06,11462.84,2022-07-05
30926,5574,2023-07-28,14291.13,2023-05-03
30927,5825,2023-05-28,6706.62,2022-08-12
30928,6117,2022-03-20,11481.0,2023-05-15
30929,5628,2022-03-06,11043.86,2023-06-30
30930,6157,2022-07-02,8781.95,2022-04-11
30931,5844,2022-03-07,10518.33,2022-10-01
30932,5989,2022-07-27,1051.97,2023-11-06
30933,5419,2022-02-23,6902.87,2023-03-08
30934,5030,2022-08-09,11894.98,2023-07-03
30935,5298,2022-08-24,7376.21,2023-05-27
30936,6085,2023-09-04,13165.82,2023-01-25
30937,5458,2023-03-14,12587.75,2022-07-30
30938,5304,2022-04-13,13019.97,2022-03-27
30939,5958,2023-03-12,2384.95,2023-05-20
30940,5340,2023-11-25,4040.05,2023-04-25
30941,5448,2023-02-25,929.16,2023-08-26
30942,5881,2022-04-18,14750.61,2022-07-27
30943,5540,2023-06-08,3924.0,2022-10-22
30944,5485,2023-03-19,5822.85,2023-09-17
30945,5077,2023-05-21,4486.43,2022-10-02
30946,5515,2023-02-08,1077.01,2023-08-27
30947,5944,2022-12-09,4288.24,2023-01-12
30948,5659,2023-08-21,1923.84,2022-06-22
30949,5092,2022-11-23,6217.1,2022-05-10
30950,5466,2022-08-02,14518.95,2023-08-23
30951,5466,2023-07-10,10624.8,2023-07-21
30952,6064,2022-11-18,10750.06,2022-01-04
30953,5690,2022-03-19,7071.05,2023-05-11
30954,5947,2022-02-24,12263.91,2023-01-14
30955,5554,2022-03-12,13670.12,2022-12-22
30956,6090,2022-03-09,14442.48,2023-04-13
30957,5109,2022-06-29,1935.36,2023-01-31
30958,5092,2023-01-15,13254.84,2023-03-14
30959,6003,2023-11-17,3763.7,2023-06-25
30960,5368,2023-11-12,6260.37,2022-02-15
30961,5820,2023-03-26,5509.42,2023-09-01
30962,5423,2022-09-18,10289.39,2022-02-18
30963,5572,2023-03-23,9169.91,2022-04-30
30964,5862,2023-09-29,2082.02,2023-10-20
30965,5435,2022-05-11,11850.93,2022-03-15
30966,5212,2022-08-22,6874.86,2023-02-12
30967,5526,2022-06-03,532.22,2023-05-10
30968,5468,2022-11-26,6510.3,2022-09-30
30969,6194,2023-09-29,7986.81,2022-04-17
30970,5792,2023-09-04,1498.68,2022-07-03
30971,5875,2022-02-22,2691.46,2022-12-11
30972,5210,2023-04-13,14906.8,2023-08-06
30973,5256,2023-10-02,13132.33,2023-06-16
30974,5073,2023-02-17,2433.25,2023-10-31
30975,5147,2022-01-14,8914.49,2022-12-05
30976,5317,2023-05-11,5999.03,2023-04-04
30977,5606,2023-06-01,8384.24,2022-08-13
30978,5575,2023-01-03,7322.76,2023-11-21
30979,6178,2023-06-23,1198.16,2023-01-10
30980,5547,2023-09-29,5073.59,2023-09-22
30981,5835,2023-03-28,2320.05,2023-11-02
30982,5312,2023-06-25,7590.04,2023-06-09
30983,5808,2023-05-30,13656.09,2022-02-25
30984,5765,2023-04-26,14935.23,2022-08-28
30985,5134,2023-02-18,14191.67,2022-10-02
30986,5948,2022-08-16,14792.61,2023-02-10
30987,6153,2022-05-17,721.07,2023-10-30
30988,5436,2022-08-28,11076.98,2023-08-15
30989,5358,2023-11-03,4457.76,2022-04-24
30990,5930,2023-04-17,13051.46,2023-06-29
30991,5883,2023-06-02,12299.14,2022-04-24
30992,5252,2023-04-06,6643.28,2023-03-08
30993,5135,2022-11-01,7362.28,2023-05-17
30994,5523,2023-10-17,4343.83,2023-01-06
30995,5804,2022-06-30,4687.66,2023-07-29
30996,5660,2022-01-30,14727.03,2023-06-22
30997,5319,2022-02-09,13388.37,2022-03-28
30998,5080,2022-07-06,3282.1,2023-03-22
30999,6054,2022-11-15,4495.11,2023-08-28
31000,5414,2022-08-15,2075.4,2022-07-19
31001,5368,2022-11-20,14838.63,2022-12-28
31002,6007,2022-02-12,13654.54,2023-05-02
31003,5993,2023-10-18,8505.42,2022-03-25
31004,5596,2022-10-05,10546.95,2023-09-11
31005,6018,2022-11-15,11345.23,2022-09-04
31006,5701,2022-06-23,3455.26,2023-06-01
31007,6045,2023-11-16,14052.66,2022-09-25
31008,5549,2022-02-10,8137.77,2023-04-10
31009,5246,2023-02-13,1840.55,2022-01-14
31010,5283,2023-07-16,6257.7,2022-08-06
31011,5614,2022-11-19,9223.88,2022-08-22
31012,5931,2022-06-29,5615.94,2022-02-14
31013,5806,2022-06-08,10638.46,2022-06-09
31014,5232,2022-02-06,13289.72,2022-06-07
31015,5316,2023-02-10,11692.44,2022-04-10
31016,5838,2023-06-23,9818.54,2022-03-24
31017,5411,2023-01-11,7926.28,2023-07-10
31018,5245,2022-09-13,4189.72,2022-06-02
31019,5387,2022-10-05,7096.72,2023-11-13
31020,5689,2022-09-06,4747.82,2022-01-21
31021,5358,2023-11-24,14043.34,2022-09-07
31022,6022,2022-01-17,13656.01,2022-07-08
31023,5614,2023-01-03,2759.48,2022-11-18
31024,5798,2022-05-05,12427.99,2023-06-17
31025,5022,2022-11-08,10692.26,2023-11-03
31026,5019,2022-07-31,14640.57,2022-08-07
31027,5276,2023-04-17,7217.95,2022-01-17
31028,5659,2023-02-19,10971.53,2023-05-31
31029,5898,2023-05-15,8009.32,2022-02-08
31030,5552,2022-06-30,1506.31,2022-05-22
31031,5679,2023-01-24,1178.09,2022-12-12
31032,5603,2023-10-04,2270.62,2022-10-30
31033,6096,2023-09-25,4794.77,2022-05-10
31034,5365,2022-07-06,4257.14,2023-04-13
31035,5795,2023-11-05,11060.74,2022-12-12
31036,5652,2023-09-16,10880.88,2022-06-25
31037,5590,2023-04-13,14585.22,2023-03-24
31038,5199,2023-04-02,5000.67,2022-07-13
31039,5017,2022-05-14,14107.56,2022-12-03
31040,5218,2023-11-29,9386.33,2022-06-28
31041,5741,2022-06-24,7681.98,2023-10-06
31042,5650,2022-09-18,10183.7,2022-03-22
31043,5147,2022-11-13,10689.95,2022-06-10
31044,5670,2022-09-26,2992.97,2023-02-11
31045,5665,2023-04-15,11399.87,2022-06-30
31046,5856,2022-08-12,11015.01,2022-09-26
31047,5330,2022-09-09,14964.22,2023-07-24
31048,5895,2022-03-05,13723.24,2023-05-04
31049,6187,2023-04-09,10427.57,2023-05-09
31050,5101,2022-05-04,10829.27,2022-07-10
31051,5327,2023-08-05,14216.79,2022-11-17
31052,5327,2022-08-26,14524.08,2022-12-26
31053,6179,2022-03-16,12491.0,2023-07-08
31054,5010,2023-03-18,11627.21,2022-04-05
31055,5353,2023-05-15,2114.8,2022-12-22
31056,5183,2023-06-06,12539.67,2023-08-24
31057,5455,2022-09-25,4171.34,2023-09-13
31058,5006,2023-05-02,8674.87,2023-01-05
31059,5211,2023-08-23,6377.9,2022-10-23
31060,5051,2022-02-19,5511.31,2022-04-12
31061,6010,2023-10-17,4998.63,2022-01-21
31062,5377,2022-02-28,12903.69,2022-03-24
31063,5640,2023-03-30,11652.47,2023-11-04
31064,5770,2022-03-13,8090.01,2023-01-02
31065,6075,2022-07-09,10134.97,2023-07-08
31066,5154,2023-07-16,14775.66,2023-07-03
31067,5582,2023-07-20,6264.26,2023-01-20
31068,5788,2022-06-05,8490.96,2022-11-29
31069,5791,2023-07-17,8236.09,2023-10-28
31070,5134,2023-11-04,14071.6,2022-02-08
31071,5220,2023-10-03,5597.66,2022-02-16
31072,5163,2022-03-26,14800.69,2022-11-08
31073,5971,2022-03-10,4918.12,2022-04-20
31074,5648,2023-01-20,2079.15,2022-07-05
31075,5569,2023-01-08,3274.92,2022-07-04
31076,5946,2022-02-24,6680.21,2022-11-23
31077,5689,2022-03-26,9921.46,2022-04-20
31078,5115,2023-08-15,7993.97,2022-07-19
31079,6173,2023-09-14,5956.03,2022-06-22
31080,5123,2022-11-13,8649.48,2022-11-17
31081,5804,2022-06-13,12662.69,2023-05-31
31082,5839,2023-09-07,12664.5,2022-03-02
31083,6093,2023-09-17,11030.3,2022-06-20
31084,5826,2022-09-09,14310.5,2022-05-27
31085,5063,2022-06-01,9057.97,2022-12-08
31086,5733,2022-12-02,611.04,2022-05-09
31087,6040,2023-01-03,4718.48,2023-10-21
31088,5590,2023-08-23,5259.23,2022-02-20
31089,5948,2022-04-10,8436.23,2023-07-30
31090,5217,2022-04-30,13620.9,2023-07-29
31091,5479,2023-01-20,12652.67,2022-10-12
31092,6138,2022-10-30,3866.51,2023-07-09
31093,5977,2022-05-29,8031.16,2023-08-05
31094,5237,2022-07-20,10057.66,2022-09-13
31095,5476,2022-01-03,14818.92,2022-01-23
31096,5598,2023-02-04,953.89,2022-03-02
31097,5129,2022-03-09,7226.22,2022-07-26
31098,5510,2022-06-03,14827.58,2022-05-12
31099,5165,2023-05-09,14669.48,2022-01-01
31100,5277,2022-07-01,5295.53,2023-07-06
31101,5257,2023-06-09,500.24,2022-10-04
31102,6156,2022-07-08,9007.65,2022-05-18
31103,5992,2022-01-20,13070.61,2022-11-18
31104,5570,2022-10-10,5202.31,2023-06-13
31105,5141,2022-01-10,14046.91,2023-09-28
31106,5686,2023-12-01,5324.19,2023-08-26
31107,5687,2023-06-15,9347.92,2022-09-03
31108,5716,2023-10-17,10969.67,2023-05-11
31109,6023,2023-09-07,5508.53,2023-04-21
31110,6075,2022-10-30,5606.99,2022-04-23
31111,5178,2022-08-29,7314.93,2022-05-06
31112,5922,2022-06-01,12610.74,2022-09-23
31113,5543,2022-12-03,1962.34,2022-08-29
31114,5963,2022-07-07,9656.45,2022-05-18
31115,5364,2023-04-09,10321.54,2022-09-03
31116,6079,2022-06-26,8589.16,2022-08-26
31117,6180,2022-06-26,14069.66,2022-10-30
31118,6068,2023-02-19,9228.87,2023-06-05
31119,5593,2023-08-01,9701.36,2022-02-15
31120,5542,2022-11-06,9196.52,2023-01-08
31121,5322,2022-01-02,10969.27,2022-05-04
31122,5648,2022-11-13,2463.44,2022-03-09
31123,5014,2023-05-24,13467.01,2023-03-14
31124,5618,2023-07-26,1116.14,2023-05-17
31125,5359,2023-01-03,9790.79,2022-11-20
31126,6099,2023-07-09,9424.47,2023-10-06
31127,5194,2023-08-28,3517.76,2022-12-27
31128,5363,2022-08-14,1090.31,2023-01-20
31129,6120,2023-04-25,2513.11,2023-07-25
31130,6064,2022-03-04,4439.24,2023-10-27
31131,5768,2022-10-07,13290.53,2023-08-17
31132,5397,2022-01-14,12908.15,2023-03-31
31133,5107,2022-01-28,1425.91,2023-02-14
31134,6041,2022-05-22,4694.39,2022-02-18
31135,5527,2023-09-12,13395.09,2023-07-31
31136,6011,2023-08-13,3931.56,2023-06-05
31137,5784,2023-04-18,14941.5,2023-01-29
31138,5525,2023-06-08,4224.18,2023-01-30
31139,6067,2022-07-03,11217.14,2022-04-06
31140,5626,2022-11-13,6547.36,2022-03-26
31141,5350,2022-12-27,2475.55,2022-02-05
31142,6054,2023-03-21,4199.74,2023-02-20
31143,6006,2022-10-23,10289.21,2023-08-18
31144,5542,2023-02-08,5387.32,2023-11-06
31145,5962,2022-09-20,9259.86,2022-08-09
31146,5094,2023-01-12,3480.2,2022-11-15
31147,5899,2023-08-08,7004.42,2023-04-24
31148,5089,2022-03-09,7927.56,2023-01-27
31149,5503,2023-04-16,6485.38,2022-04-29
31150,5767,2022-02-16,3369.81,2023-08-11
31151,5214,2022-02-27,7192.53,2022-03-10
31152,5526,2022-01-24,10547.06,2023-03-21
31153,5192,2022-10-17,14491.13,2022-04-04
31154,5694,2023-03-20,11948.06,2022-11-15
31155,5642,2023-02-07,2841.32,2022-11-13
31156,5555,2022-01-24,4454.18,2022-10-20
31157,5387,2022-03-05,1642.95,2023-05-31
31158,5681,2023-10-22,2466.92,2022-02-25
31159,5776,2023-09-20,4134.9,2023-07-09
31160,5203,2023-09-02,3393.15,2022-10-04
31161,6010,2022-08-27,3597.91,2023-07-24
31162,5447,2022-10-10,3846.17,2022-05-24
31163,5900,2023-03-18,4859.84,2022-11-05
31164,6092,2022-10-27,2321.0,2022-01-18
31165,6116,2022-04-03,4528.61,2022-12-17
31166,5778,2023-07-31,10481.97,2022-06-15
31167,5178,2023-01-10,3927.81,2023-06-28
31168,5829,2023-11-17,2991.66,2022-04-22
31169,5559,2022-11-06,1481.59,2022-08-13
31170,6027,2022-06-16,7749.59,2022-03-15
31171,5103,2022-01-07,12708.75,2022-06-03
31172,5116,2022-02-12,1355.74,2022-04-20
31173,5859,2022-12-06,8363.73,2022-12-04
31174,5464,2022-06-02,9933.97,2023-05-22
31175,5104,2022-02-12,9090.69,2022-06-22
31176,5259,2022-07-20,13225.54,2022-05-26
31177,5929,2023-10-29,13062.74,2023-02-03
31178,5810,2023-10-27,1330.96,2022-04-12
31179,5642,2023-07-02,5733.69,2023-06-11
31180,5807,2022-08-14,10227.03,2022-09-06
31181,6023,2023-09-25,14310.45,2023-07-31
31182,5560,2023-06-05,12167.93,2023-04-30
31183,5027,2022-12-05,3060.55,2022-12-27
31184,5508,2022-12-01,4548.53,2022-06-23
31185,5527,2022-06-30,11572.11,2022-12-24
31186,5775,2023-06-17,7336.39,2023-03-15
31187,5953,2022-09-29,8435.89,2022-01-30
31188,5298,2022-07-13,9330.21,2023-04-22
31189,5777,2023-06-22,1997.73,2023-07-07
31190,5361,2023-04-26,12911.45,2022-03-08
31191,5504,2022-04-08,13015.45,2023-05-03
31192,5588,2023-03-06,7289.47,2023-06-22
31193,5030,2023-05-27,9589.26,2022-04-28
31194,5126,2022-11-23,10068.61,2022-12-23
31195,5596,2023-08-01,3250.98,2022-09-05
31196,5263,2023-02-20,2132.48,2022-04-05
31197,5936,2022-04-21,799.76,2022-11-10
31198,5872,2022-07-31,13736.79,2023-08-30
31199,5002,2023-11-14,5512.84,2023-04-04
31200,5394,2023-07-25,1744.55,2022-04-12
31201,5306,2022-01-30,7254.1,2022-05-11
31202,6170,2022-09-24,1596.56,2023-01-11
31203,5530,2023-10-28,1736.14,2023-02-16
31204,5528,2022-12-16,7588.84,2023-04-25
31205,5965,2023-05-29,7878.13,2023-10-06
31206,5671,2023-11-12,8912.07,2022-04-12
31207,5352,2022-08-02,10016.52,2022-02-26
31208,5810,2022-09-08,10189.88,2022-07-12
31209,5209,2023-06-27,6778.45,2023-03-07
31210,5958,2022-11-15,9831.23,2023-04-09
31211,5205,2022-07-02,4918.73,2022-06-11
31212,5625,2022-07-08,6898.97,2022-02-01
31213,5721,2022-05-07,6203.24,2022-06-21
31214,5636,2022-10-23,5272.1,2022-04-07
31215,6039,2022-01-23,3959.28,2022-05-19
31216,5858,2023-06-14,1637.66,2022-10-19
31217,5476,2022-03-20,7835.7,2022-05-21
31218,5298,2023-06-30,8290.68,2022-11-09
31219,5557,2023-04-15,5374.25,2023-10-27
31220,6118,2023-09-11,14649.74,2022-07-17
31221,5107,2022-11-01,8575.94,2023-02-25
31222,5128,2023-03-24,13390.65,2022-05-12
31223,5459,2022-07-18,8766.24,2022-12-31
31224,5038,2022-07-10,3253.78,2023-06-22
31225,5198,2022-08-20,14632.03,2023-04-11
31226,5357,2023-07-28,13337.36,2022-09-26
31227,5007,2023-07-08,7333.47,2022-03-13
31228,5519,2022-01-24,4024.34,2022-10-30
31229,5194,2023-11-06,3728.71,2023-01-16
31230,5316,2023-04-06,12187.3,2023-02-21
31231,6025,2022-07-02,1502.22,2022-07-27
31232,6086,2023-03-09,9751.88,2022-06-19
31233,5343,2023-08-30,9781.96,2022-10-14
31234,5601,2022-03-24,3145.59,2022-06-17
31235,6042,2022-04-03,10721.23,2022-08-03
31236,5620,2022-10-05,10728.39,2022-04-26
31237,5822,2023-09-09,5575.45,2022-05-24
31238,5235,2022-03-26,7508.95,2022-11-08
31239,6093,2023-07-27,12575.07,2022-11-26
31240,5447,2022-07-27,8085.72,2023-07-02
31241,5610,2023-11-01,9463.28,2022-08-11
31242,5008,2023-08-04,6485.16,2022-08-24
31243,5462,2023-03-20,2669.19,2023-04-14
31244,6000,2023-01-05,14971.97,2023-11-27
31245,5134,2023-10-13,8207.28,2022-08-30
31246,5385,2023-04-21,5378.47,2022-10-31
31247,5056,2023-05-19,10849.92,2023-05-08
31248,5993,2022-08-19,9501.92,2023-07-24
31249,6138,2022-12-26,3877.17,2022-05-29
31250,6112,2023-07-17,13215.42,2023-07-30
31251,5138,2022-01-19,1528.09,2023-04-14
31252,6132,2023-11-21,9282.62,2022-05-15
31253,5535,2022-07-28,7429.38,2022-01-19
31254,5144,2022-05-11,5113.88,2023-08-21
31255,5869,2023-01-19,12482.51,2023-11-17
31256,5656,2022-04-02,10016.02,2023-07-04
31257,5056,2023-06-27,11512.74,2022-05-21
31258,5620,2022-12-28,6512.55,2022-10-27
31259,6030,2022-05-04,14164.78,2023-02-10
31260,5542,2023-10-10,5498.49,2023-05-15
31261,5447,2022-09-30,8200.15,2022-02-04
31262,5874,2022-12-21,14037.93,2023-10-05
31263,5639,2022-04-10,1706.24,2023-01-02
31264,5611,2023-09-08,2077.75,2023-10-18
31265,5837,2022-10-28,14915.72,2023-03-05
31266,5780,2023-09-01,14585.17,2023-10-18
31267,5837,2022-07-22,11689.67,2022-12-24
31268,5510,2022-01-21,7520.73,2023-11-09
31269,6097,2022-07-17,7837.88,2022-01-24
31270,5812,2022-04-22,4229.59,2023-03-10
31271,5564,2022-05-29,6774.6,2022-08-03
31272,5265,2023-01-16,6754.57,2022-12-30
31273,5010,2022-07-02,1023.31,2023-04-12
31274,5302,2022-12-03,7070.79,2022-08-24
31275,5805,2022-12-04,7457.02,2022-05-03
31276,6076,2022-10-27,10153.86,2023-07-22
31277,5099,2023-08-24,7988.57,2023-08-21
31278,5593,2022-08-10,12994.4,2023-04-10
31279,6037,2023-02-13,5829.65,2022-03-19
31280,5357,2023-11-20,6440.91,2023-08-27
31281,5928,2022-04-28,8786.5,2022-11-29
31282,5011,2022-06-23,3439.48,2022-09-05
31283,5081,2022-08-07,6205.72,2023-09-06
31284,5006,2023-01-11,10449.43,2022-12-03
31285,5373,2022-11-15,6471.23,2022-03-14
31286,5481,2023-08-12,13645.94,2023-06-10
31287,5222,2022-03-29,9421.86,2022-08-22
31288,6105,2022-03-19,2729.63,2022-07-07
31289,5515,2023-03-17,7567.94,2022-10-04
31290,6084,2022-07-20,11589.29,2023-02-23
31291,5221,2023-07-30,9828.5,2023-06-26
31292,5349,2023-02-19,13336.32,2023-02-27
31293,5228,2022-01-04,11374.75,2022-01-25
31294,5290,2022-03-24,1393.4,2023-03-04
31295,5293,2023-05-08,2131.43,2022-07-06
31296,5810,2022-01-06,9921.36,2022-12-21
31297,5956,2022-12-13,3956.92,2022-05-14
31298,5388,2023-06-18,9023.61,2022-05-11
31299,5615,2023-10-19,11987.16,2022-04-22
31300,5366,2023-03-27,8865.51,2023-10-03
31301,5658,2022-05-25,6524.58,2023-02-22
31302,5290,2022-01-02,9870.92,2023-07-31
31303,5189,2022-10-15,2582.48,2022-01-26
31304,5918,2022-08-13,10986.52,2023-06-14
31305,5924,2023-03-13,10606.86,2023-10-08
31306,5988,2022-08-02,7958.85,2023-07-06
31307,5375,2022-06-15,4542.8,2022-01-30
31308,5760,2023-01-08,12064.67,2023-08-13
31309,5217,2023-10-15,7902.98,2022-10-14
31310,6066,2023-05-22,1358.07,2023-03-18
31311,5194,2023-07-30,13819.88,2023-03-15
31312,5163,2022-11-29,11631.89,2022-06-13
31313,5276,2022-07-31,8979.67,2022-12-01
31314,5364,2022-10-16,6833.97,2023-02-18
31315,5775,2023-09-02,14418.55,2023-07-14
31316,5480,2022-06-15,11737.8,2023-08-13
31317,5689,2022-05-06,8257.4,2023-09-15
31318,5460,2022-06-06,9970.73,2022-12-09
